wid,plugin_type,plugin_id,download_att_wid,is_deleted
"2022122801",1,"SYS_CARD_MYFAVORITEMESSAGE","",0
"2022122802",1,"SYS_CARD_MYFAVORITE_TASK","",0
"2023010301",1,"SYS_CARD_MYFAVORITENEWS","",0
