wid,plugin_type,plugin_id,download_att_wid,is_deleted
"23063b7r1stkp0jjpknba6y5jsmb2hm6",1,"SYS_CARD_MYAPP","",0
"3wjhypa4nfg2jlzkcpxu64pkgtn49imt",1,"SYS_CARD_IFRAME","",0
