wid,programme_name,platform_type,template_id,page_amount,page_status,logo_url,template_config,is_deleted,side_flag,initialize_flag
2d8296b6d3bc49ec977af23029b3d719,默认移动端展示方案,1,1,7,0,,"",0,0,0
