wid,programme_name,platform_type,template_id,page_amount,page_status,logo_url,template_config,is_deleted,side_flag,initialize_flag
728df27e370b4281bff7ba010406858c,默认Maple模板展示方案,0,3,9,1,,"",0,0,0
