wid,programme_name,platform_type,template_id,page_amount,page_status,logo_url,template_config,is_deleted,side_flag,initialize_flag,site_wid
"ycmdp9wbpfng7kxvibjtgaau82ss8rbp","默认Concise模板展示方案","0","5hf7jua6l5ld7qogppywds1xeflwohou","6","1","","",1,"0","0","-100"
