wid,template_id,template_system_type,template_name,template_img_url,template_desc,configurable_flag,configurable_runtime_flag,configure_content,platform_type,template_status,version_number,is_deleted
"1","SYS_TEMPLATE_OFFICIAL",0,"Official模板","/sys_template_official/base/image/display.png","Official模板",0,1,"",":0:","0","1.0.0",0
