wid,source_type,lang_key,lang_country,lang_value,is_deleted
fyju6vkmbyy28h4bodts8gwn3a9kpadf,0,756114812694480753,zh_CN,办事大厅,0
dlliwumr771qoxkbox7cph94iehxty2i,0,778970002390629106,zh_CN,工作台,0
20i69jfrpfwt2h61mgu8rl9ces7hh6mz,0,810279779921987620,zh_CN,事项分类,0
46jtej5en4jsqkkr92wqjs1o1aehd9o2,0,292159763379854387,zh_CN,任务列表,0
