wid,plugin_type,plugin_id,download_att_wid,is_deleted
"ad9fd291bacd43ab99bed0ea62434162",2,"SYS_MAIL_EYOUMAIL","",0
"dd2a7addca9047c582b8c728a05f1b15",2,"SYS_MAIL_NETEASEMAIL","",0
"beacce4e29e84ca48089ed74ba19bb9a",2,"SYS_MAIL_QUARKMAIL","",0
