wid,programme_name,platform_type,template_id,page_amount,page_status,logo_url,template_config,is_deleted,side_flag,initialize_flag
7386cd7f9cff461c94c338fde6e72380,默认Design模板展示方案,0,2,6,1,,"",0,0,0
