wid,programme_name,platform_type,template_id,page_amount,page_status,logo_url,template_config,is_deleted,side_flag,initialize_flag,site_wid
48cb9bc379094acf96c3ec8d8f859f34,"默认Concise模板移动端展示方案","1","5hf7jua6l5ld7qogppywds1xeflwohou","8","1","","",0,"0","0","-100"
