wid,template_id,template_system_type,template_name,template_img_url,template_desc,configurable_flag,configurable_runtime_flag,configure_content,platform_type,template_status,version_number,is_deleted
"2","SYS_TEMPLATE_DESIGN",0,"Design模板","/sys_template_design/base/image/display.png","Design模板",0,1,"","0","0","1.0.0",0
