wid,plugin_type,plugin_id,download_att_wid,is_deleted
"559ccd43cad745e4a536d5b34e6b9694",1,"SYS_CARD_LATESTSERVICEITEMS","",0
"d9ff89a3db0b42ce82d2420f249084a7",1,"SYS_CARD_RECENTSERVICEITEMS","",0
