wid,menu_name,icon_url,order_number,auth_type,is_enabled,open_type,link_url,parent_id,programme_id,menu_type,page_id,icon_type,menu_name_lang_key,is_deleted
7kzp44po0o1u68ewpu1g82nu41tswtvr,综合,icon-dongdamobanshouye,301,1,1,0,/portal/home,0,ycmdp9wbpfng7kxvibjtgaau82ss8rbp,1,32f6778edc6b4712adc164e5608631a9,1,972122844290875392,0
ot54opdwwu27wyt0tm16pki38ppwxyim,应用列表,icon-fuwuweixuanzhong,303,1,1,0,/portal/apps,0,ycmdp9wbpfng7kxvibjtgaau82ss8rbp,1,a69b1df21a184e94bcaccec15adab54d,1,972122844332818432,0
