wid,page_name,page_code,platform_type,background_color,background_image,template_code,card_layout,parent_id,page_title,programme_id,page_type,page_title_lang_key,enabled_flag,page_config,is_deleted
510d7aed86974e3b8eb513a630b2b319,新闻详情,newsDetail,1,,,blank,"[{""columns"":[{""width"":24,""card"":{""wid"":""20220203"",""cardId"":""SYS_CARD_NEWSDETAIL"",""cardName"":""新闻详情"",""cardDesc"":""新闻详情"",""imageUrl"":""/SYS_CARD_NEWSDETAIL/pc/img/display.png"",""imageUrlMobile"":""/SYS_CARD_NEWSDETAIL/mobile/img/display.png"",""updateTime"":""2021-03-03 13:44:24"",""platformType"":""0;1"",""configurableFlag"":0,""configurableRuntimeFlag"":1,""cardSystemType"":0,""configureContent"":null,""versionNumber"":""1.0.0"",""cardStatus"":0,""refPage"":true,""cardWid"":""7653510516752258"",""showTitle"":false,""layoutCardTitle"":{""cardTitle"":""新闻详情""},""enabled"":true}}]}]",0,新闻详情,c2a803f5786d414ea50fa780398c7f74,0,949243432839151616,1,"",0
c5bc90a4a3274f72a60106dbc852e983,新闻详情,newsDetail,0,,,blank,"[{""columns"":[{""width"":24,""card"":{""wid"":""20220203"",""cardId"":""SYS_CARD_NEWSDETAIL"",""cardName"":""新闻详情"",""cardDesc"":""新闻详情"",""imageUrl"":""/SYS_CARD_NEWSDETAIL/pc/img/display.png"",""imageUrlMobile"":""/SYS_CARD_NEWSDETAIL/mobile/img/display.png"",""updateTime"":""2021-03-03 13:44:24"",""platformType"":""0;1"",""configurableFlag"":0,""configurableRuntimeFlag"":1,""cardSystemType"":0,""configureContent"":null,""versionNumber"":""1.0.0"",""cardStatus"":0,""refPage"":true,""cardWid"":""9492499773542891"",""showTitle"":false,""layoutCardTitle"":{""cardTitle"":""新闻详情""},""enabled"":true}}]}]",0,新闻详情,2d8296b6d3bc49ec977af23029b3d718,0,949243432839151616,1,"",0
