wid,plugin_type,plugin_id,download_att_wid,is_deleted
"3ec5f02e64454bb7b111efa2c37ecd89",0,"SYS_TEMPLATE_STANDARDS","",0
"e55b25193b27482595043be01247a20d",0,"SYS_TEMPLATE_VIOLET","",0
