wid,plugin_type,plugin_id,download_att_wid,is_deleted
"53b3fe961cb52c721cc5ee670ba18e38",1,"SYS_CARD_DUTYLIST","",0
"c74af7ad617a0c2dfebd5e4374ad61c3",1,"SYS_CARD_SERVICELIST","",0
"6e51c4f1a8f5e01467a9b643f7802ee3",1,"SYS_CARD_APPROVALLIST","",0
