wid,programme_name,platform_type,template_id,page_amount,page_status,logo_url,template_config,is_deleted,side_flag,initialize_flag
c2a803f5786d414ea50fa780398c7f74,初始化移动端展示方案,1,1,7,1,,"",0,0,1
