wid,card_id,card_name,image_url,platform_type,configurable_flag,configurable_runtime_flag,card_desc,card_system_type,configure_content,is_deleted,card_status,version_number,image_url_mobile
"SYS_CARD_MYFAVOURATE_ONETHING","SYS_CARD_MYFAVOURATE_ONETHING","一件事收藏","/SYS_CARD_MYFAVOURATE_ONETHING/pc/img/display.png","0;1",0,1,"一件事收藏",0,"",0,0,"1.0.0","/SYS_CARD_MYFAVOURATE_ONETHING/mobile/img/display.png"
