wid,source_type,lang_key,lang_country,lang_value,is_deleted
1041780868341637120,0,1041701997898465280,zh_CN,建议使用以下浏览器进行访问：360极速模式、Safari、Chrome、Firefox、IE11及以上、Edge。,0
